timestamp,latitude,longitude,altitude,temperature,humidity,pressure,light,air_quality,battery_voltage,surface_type
2026-06-15T12:00:00,24.475086,54.399299,20.0,35.64,34.74,1003.22,114840.0,111.2,3.9,mangrove_canopy
2026-06-15T12:00:05,24.473836,54.399576,20.0,34.97,32.07,1003.33,114840.0,111.5,3.9,mangrove_canopy
2026-06-15T12:00:10,24.474049,54.398855,20.0,35.28,32.1,1003.27,114840.0,109.6,3.9,mangrove_canopy
2026-06-15T12:00:15,24.47442,54.398784,20.0,34.84,33.19,1003.85,114840.0,108.0,3.9,mangrove_canopy
2026-06-15T12:00:20,24.474131,54.400589,20.0,35.19,33.36,1003.25,114840.0,112.2,3.9,mangrove_canopy
2026-06-15T12:00:25,24.473529,54.399025,20.0,34.74,33.82,1003.72,114840.0,108.1,3.9,mangrove_canopy
2026-06-15T12:00:30,24.473584,54.400339,20.0,35.16,35.6,1003.58,114840.0,110.2,3.9,mangrove_canopy
2026-06-15T12:00:35,24.473934,54.398514,20.0,34.81,34.36,1003.91,114840.0,113.1,3.9,mangrove_canopy
2026-06-15T12:00:40,24.511096,54.415766,20.0,34.77,35.89,1003.15,114840.0,113.4,3.9,mangrove_canopy
2026-06-15T12:00:45,24.5102,54.414598,20.0,35.52,33.0,1003.9,114840.0,113.4,3.9,mangrove_canopy
2026-06-15T12:00:50,24.509659,54.413949,20.0,35.14,34.36,1003.74,114840.0,108.9,3.9,mangrove_canopy
2026-06-15T12:00:55,24.510768,54.415562,20.0,35.67,34.22,1003.35,114840.0,113.5,3.9,mangrove_canopy
2026-06-15T12:01:00,24.510638,54.414664,20.0,34.85,35.1,1003.77,114840.0,111.0,3.9,mangrove_canopy
2026-06-15T12:01:05,24.510508,54.414851,20.0,35.63,32.09,1003.05,114840.0,113.0,3.9,mangrove_canopy
2026-06-15T12:01:10,24.508693,54.415118,20.0,35.05,33.3,1003.35,114840.0,110.2,3.9,mangrove_canopy
2026-06-15T12:01:15,24.511112,54.414187,20.0,35.25,34.29,1003.8,114840.0,108.4,3.9,mangrove_canopy
2026-06-15T12:01:20,24.528808,54.425834,20.0,35.2,32.86,1003.23,114840.0,112.7,3.9,mangrove_canopy
2026-06-15T12:01:25,24.529182,54.424088,20.0,34.75,35.78,1003.2,114840.0,110.1,3.9,mangrove_canopy
2026-06-15T12:01:30,24.530904,54.426113,20.0,35.1,33.5,1003.52,114840.0,111.4,3.9,mangrove_canopy
2026-06-15T12:01:35,24.530892,54.424729,20.0,35.4,35.09,1003.9,114840.0,111.7,3.9,mangrove_canopy
2026-06-15T12:01:40,24.53061,54.425089,20.0,35.1,35.9,1003.72,114840.0,109.8,3.9,mangrove_canopy
2026-06-15T12:01:45,24.53029,54.423572,20.0,35.63,33.78,1003.7,114840.0,110.5,3.9,mangrove_canopy
2026-06-15T12:01:50,24.528585,54.424513,20.0,35.38,36.0,1003.68,114840.0,113.4,3.9,mangrove_canopy
2026-06-15T12:01:55,24.53083,54.424833,20.0,34.72,35.62,1003.7,114840.0,109.8,3.9,mangrove_canopy
2026-06-15T12:02:00,24.459235,54.389684,20.0,44.56,34.57,1003.72,114840.0,113.4,3.9,tidal_mudflat
2026-06-15T12:02:05,24.461389,54.389322,20.0,44.39,33.92,1003.19,114840.0,113.1,3.9,tidal_mudflat
2026-06-15T12:02:10,24.459648,54.389474,20.0,43.97,32.42,1003.08,114840.0,108.4,3.9,tidal_mudflat
2026-06-15T12:02:15,24.460226,54.38886,20.0,44.63,35.31,1003.41,114840.0,109.9,3.9,tidal_mudflat
2026-06-15T12:02:20,24.459388,54.389604,20.0,43.82,35.89,1003.26,114840.0,111.4,3.9,tidal_mudflat
2026-06-15T12:02:25,24.460467,54.38995,20.0,43.71,33.3,1003.88,114840.0,109.4,3.9,tidal_mudflat
2026-06-15T12:02:30,24.458724,54.390885,20.0,44.01,33.76,1003.19,114840.0,108.3,3.9,tidal_mudflat
2026-06-15T12:02:35,24.461062,54.389334,20.0,44.46,33.77,1003.96,114840.0,111.9,3.9,tidal_mudflat
2026-06-15T12:02:40,24.499839,54.40875,20.0,44.52,34.72,1003.99,114840.0,113.5,3.9,tidal_mudflat
2026-06-15T12:02:45,24.501361,54.409245,20.0,43.86,33.55,1003.13,114840.0,109.6,3.9,tidal_mudflat
2026-06-15T12:02:50,24.499772,54.408936,20.0,43.98,33.96,1003.46,114840.0,108.0,3.9,tidal_mudflat
2026-06-15T12:02:55,24.499378,54.406523,20.0,44.09,34.0,1003.65,114840.0,109.9,3.9,tidal_mudflat
2026-06-15T12:03:00,24.500134,54.40667,20.0,44.19,34.54,1003.93,114840.0,113.8,3.9,tidal_mudflat
2026-06-15T12:03:05,24.499683,54.408715,20.0,44.2,32.17,1003.4,114840.0,109.5,3.9,tidal_mudflat
2026-06-15T12:03:10,24.500665,54.408196,20.0,44.39,32.4,1003.86,114840.0,110.0,3.9,tidal_mudflat
2026-06-15T12:03:15,24.499012,54.40877,20.0,44.46,35.92,1003.32,114840.0,112.4,3.9,tidal_mudflat
2026-06-15T12:03:20,24.471393,54.419517,20.0,36.49,35.66,1003.03,114840.0,109.8,3.9,open_water
2026-06-15T12:03:25,24.47089,54.420481,20.0,36.54,33.03,1003.34,114840.0,109.6,3.9,open_water
2026-06-15T12:03:30,24.468756,54.419584,20.0,36.28,33.28,1003.63,114840.0,110.7,3.9,open_water
2026-06-15T12:03:35,24.468724,54.419143,20.0,37.09,35.74,1003.82,114840.0,111.6,3.9,open_water
2026-06-15T12:03:40,24.469809,54.419929,20.0,36.88,32.27,1003.26,114840.0,110.6,3.9,open_water
2026-06-15T12:03:45,24.471407,54.419,20.0,36.89,32.64,1003.94,114840.0,109.3,3.9,open_water
2026-06-15T12:03:50,24.468959,54.419261,20.0,36.23,34.81,1003.24,114840.0,108.7,3.9,open_water
2026-06-15T12:03:55,24.469441,54.420074,20.0,36.69,33.27,1003.58,114840.0,110.5,3.9,open_water
2026-06-15T12:04:00,24.520759,54.43864,20.0,36.45,35.14,1003.58,114840.0,108.6,3.9,open_water
2026-06-15T12:04:05,24.520803,54.439797,20.0,36.72,34.6,1003.12,114840.0,113.3,3.9,open_water
2026-06-15T12:04:10,24.519668,54.43924,20.0,37.19,33.52,1003.55,114840.0,110.8,3.9,open_water
2026-06-15T12:04:15,24.519086,54.440105,20.0,36.67,33.04,1003.71,114840.0,108.6,3.9,open_water
2026-06-15T12:04:20,24.520494,54.440423,20.0,36.74,33.61,1003.9,114840.0,109.4,3.9,open_water
2026-06-15T12:04:25,24.521127,54.438617,20.0,36.68,35.66,1003.38,114840.0,111.9,3.9,open_water
2026-06-15T12:04:30,24.520518,54.441275,20.0,36.26,33.1,1003.62,114840.0,110.3,3.9,open_water
2026-06-15T12:04:35,24.52062,54.440163,20.0,36.76,35.16,1003.1,114840.0,111.8,3.9,open_water
2026-06-15T12:04:40,24.451359,54.381152,20.0,46.96,33.71,1003.96,114840.0,112.6,3.9,sandy_upland
2026-06-15T12:04:45,24.449701,54.379218,20.0,47.27,35.79,1003.43,114840.0,110.8,3.9,sandy_upland
2026-06-15T12:04:50,24.448892,54.378785,20.0,47.02,33.85,1003.74,114840.0,110.9,3.9,sandy_upland
2026-06-15T12:04:55,24.45064,54.379464,20.0,47.37,35.98,1003.97,114840.0,110.4,3.9,sandy_upland
2026-06-15T12:05:00,24.450605,54.378866,20.0,47.44,35.06,1003.41,114840.0,110.9,3.9,sandy_upland
2026-06-15T12:05:05,24.448542,54.379636,20.0,47.59,34.48,1003.24,114840.0,111.5,3.9,sandy_upland
2026-06-15T12:05:10,24.450078,54.379305,20.0,47.65,33.37,1003.75,114840.0,113.8,3.9,sandy_upland
2026-06-15T12:05:15,24.451031,54.379002,20.0,47.02,34.24,1003.78,114840.0,109.7,3.9,sandy_upland
2026-06-15T12:05:20,24.544695,54.43502,20.0,47.59,32.98,1003.91,114840.0,109.1,3.9,sandy_upland
2026-06-15T12:05:25,24.544668,54.434571,20.0,46.75,34.38,1003.79,114840.0,112.6,3.9,sandy_upland
2026-06-15T12:05:30,24.544998,54.435665,20.0,47.57,33.2,1003.97,114840.0,110.0,3.9,sandy_upland
2026-06-15T12:05:35,24.544824,54.434489,20.0,47.48,34.18,1003.86,114840.0,109.7,3.9,sandy_upland
2026-06-15T12:05:40,24.544075,54.435489,20.0,47.34,34.79,1003.49,114840.0,113.8,3.9,sandy_upland
2026-06-15T12:05:45,24.543793,54.434432,20.0,46.74,33.21,1003.56,114840.0,112.5,3.9,sandy_upland
2026-06-15T12:05:50,24.544686,54.435053,20.0,47.02,35.51,1003.93,114840.0,108.3,3.9,sandy_upland
