timestamp,latitude,longitude,altitude,temperature,humidity,pressure,light,air_quality,battery_voltage
2026-08-01T08:00:00,24.453887,54.37728,33.56,36.01,43.54,1007.88,23803.3,42.8,4.1
2026-08-01T08:00:02,24.453904,54.37733,33.17,31.37,51.12,1006.69,23834.2,26.5,4.099
2026-08-01T08:00:04,24.453886,54.377307,31.39,31.67,35.03,1007.06,24902.3,33.8,4.098
2026-08-01T08:00:06,24.453882,54.377324,32.49,35.52,51.65,1009.2,22097.1,26.0,4.097
2026-08-01T08:00:08,24.453882,54.377324,28.0,34.01,37.53,1009.55,17568.9,35.4,4.096
2026-08-01T08:00:10,24.45391,54.37731,32.16,36.21,49.95,1006.62,16050.8,38.0,4.095
2026-08-01T08:00:12,24.453916,54.377315,27.17,35.64,40.13,1007.97,23883.4,25.5,4.094
2026-08-01T08:00:14,24.453898,54.377303,33.36,33.83,43.92,1006.3,15292.3,40.9,4.093
2026-08-01T08:00:16,24.453946,54.37735,35.02,33.59,44.59,1009.61,19797.5,26.1,4.092
2026-08-01T08:00:18,24.453943,54.377309,34.87,34.47,52.16,1007.77,16091.2,42.8,4.091
2026-08-01T08:00:20,24.453914,54.377301,31.78,31.75,46.34,1009.86,19184.1,30.7,4.09
2026-08-01T08:00:22,24.453933,54.377315,25.64,31.49,36.32,1008.13,15776.0,26.6,4.089
2026-08-01T08:00:24,24.453942,54.377325,25.79,33.93,51.45,1008.5,16362.1,37.5,4.088
2026-08-01T08:00:26,24.453922,54.377357,27.15,31.39,45.89,1008.77,23506.2,28.6,4.087
2026-08-01T08:00:28,24.453951,54.377353,31.6,32.81,53.0,1007.03,15740.0,34.5,4.086
2026-08-01T08:00:30,24.453957,54.377314,27.1,33.17,41.16,1008.87,21948.0,36.3,4.085
2026-08-01T08:00:32,24.453929,54.377359,25.73,33.64,53.2,1009.45,22724.9,35.9,4.084
2026-08-01T08:00:34,24.453931,54.377343,26.07,34.85,43.35,1010.0,18999.2,35.6,4.083
2026-08-01T08:00:36,24.45394,54.377353,29.16,33.98,37.09,1009.91,22273.1,30.3,4.082
2026-08-01T08:00:38,24.453966,54.377329,35.52,36.01,40.99,1007.46,21191.6,34.4,4.081
2026-08-01T08:00:40,24.453938,54.377359,30.84,34.34,40.3,1007.72,24857.3,29.9,4.08
2026-08-01T08:00:42,24.453949,54.377379,30.45,34.42,39.74,1006.34,20906.1,41.6,4.079
2026-08-01T08:00:44,24.453963,54.377349,30.37,32.08,53.1,1006.81,19716.8,43.4,4.078
2026-08-01T08:00:46,24.453938,54.377388,29.37,31.84,42.07,1008.3,18455.6,33.8,4.077
2026-08-01T08:00:48,24.453944,54.37739,35.21,34.18,48.11,1006.73,15541.8,33.2,4.076
2026-08-01T08:00:50,24.453933,54.377366,27.56,36.31,36.13,1007.83,17860.8,39.7,4.075
2026-08-01T08:00:52,24.453975,54.37738,34.71,32.92,54.0,1008.28,15550.8,27.8,4.074
2026-08-01T08:00:54,24.453939,54.377392,30.17,33.03,52.53,1008.87,16869.6,32.4,4.073
2026-08-01T08:00:56,24.453946,54.377398,26.61,35.47,49.46,1008.28,17269.3,27.2,4.072
2026-08-01T08:00:58,24.453939,54.37737,31.93,36.25,36.11,1009.13,18485.5,27.4,4.071
2026-08-01T08:01:00,24.453956,54.377375,31.48,32.48,46.43,1006.95,23927.4,43.3,4.07
2026-08-01T08:01:02,24.453982,54.377378,28.47,35.98,54.41,1006.24,20509.7,34.6,4.069
2026-08-01T08:01:04,24.453988,54.37737,31.88,32.44,46.18,1008.28,22853.3,29.7,4.068
2026-08-01T08:01:06,24.453991,54.377378,33.82,35.95,39.51,1007.0,23522.7,37.3,4.067
2026-08-01T08:01:08,24.453974,54.377365,31.51,31.48,46.03,1006.13,23467.8,25.0,4.066
2026-08-01T08:01:10,24.453985,54.377374,34.94,32.87,37.49,1008.93,15841.4,27.7,4.065
2026-08-01T08:01:12,24.453953,54.37738,27.86,36.09,43.36,1008.68,17618.5,33.5,4.064
2026-08-01T08:01:14,24.453952,54.377408,28.85,35.15,48.05,1009.29,20154.1,29.1,4.063
2026-08-01T08:01:16,24.453969,54.37739,29.25,34.35,37.23,1008.18,19365.5,33.1,4.062
2026-08-01T08:01:18,24.453973,54.37742,36.12,31.78,49.61,1009.21,20206.7,34.8,4.061
2026-08-01T08:01:20,24.453996,54.377435,31.74,32.63,53.12,1006.24,18712.3,26.0,4.06
2026-08-01T08:01:22,24.453956,54.37743,28.42,36.18,43.72,1009.52,22185.6,26.6,4.059
2026-08-01T08:01:24,24.454008,54.377412,31.04,36.09,38.4,1007.39,17662.8,34.6,4.058
2026-08-01T08:01:26,24.453963,54.377392,34.54,34.27,40.31,1006.28,20123.2,43.3,4.057
2026-08-01T08:01:28,24.453968,54.377413,29.22,35.76,43.96,1009.47,17729.5,26.7,4.056
2026-08-01T08:01:30,24.454015,54.377416,31.1,36.51,40.35,1009.27,20964.4,35.3,4.055
2026-08-01T08:01:32,24.453999,54.377429,31.89,31.66,50.83,1007.34,20333.3,43.7,4.054
2026-08-01T08:01:34,24.454024,54.377405,26.94,36.59,37.04,1008.05,22519.3,39.4,4.053
2026-08-01T08:01:36,24.453983,54.377419,30.37,34.44,39.34,1007.29,24840.8,30.7,4.052
2026-08-01T08:01:38,24.453983,54.377427,31.58,33.75,46.82,1006.1,19886.0,31.8,4.051
2026-08-01T08:01:38,24.454024,54.377405,31.72,37.18,52.49,1007.51,19786.6,26.4,4.05
2026-08-01T08:01:42,24.454012,54.377426,33.97,32.95,44.6,1008.01,21958.6,35.5,4.049
2026-08-01T08:01:44,24.454033,54.377439,31.42,35.94,35.21,1009.09,18734.5,40.5,4.048
2026-08-01T08:01:46,24.454029,54.377436,33.86,37.68,46.98,1007.84,16036.7,36.6,4.047
2026-08-01T08:01:48,24.453986,54.377431,34.17,32.62,49.37,1008.96,15834.6,27.5,4.046
2026-08-01T08:01:50,24.454018,54.377461,35.67,35.57,37.54,1009.14,15041.2,42.6,4.045
2026-08-01T08:01:52,24.453989,54.377424,33.46,36.79,42.4,1007.39,18370.9,25.1,4.044
2026-08-01T08:01:54,24.454036,54.377447,29.72,34.88,54.09,1008.61,24647.7,36.1,4.043
2026-08-01T08:01:56,24.454014,54.377451,27.15,37.46,54.14,1006.25,20666.9,27.2,4.042
2026-08-01T08:01:58,24.453989,54.377444,33.71,33.63,51.16,1008.49,21460.1,35.8,4.041
2026-08-01T08:02:00,24.454016,54.377433,35.21,32.34,342.0,1008.57,23886.5,34.8,4.04
2026-08-01T08:02:02,24.454016,54.377446,30.36,33.82,35.09,1006.1,23255.7,32.5,4.039
2026-08-01T08:02:04,24.454047,54.377445,31.83,36.9,53.19,1006.94,24779.0,37.2,4.038
2026-08-01T08:02:06,24.454047,54.377476,32.58,,,,,,4.037
2026-08-01T08:02:08,24.454051,54.377497,32.5,33.14,46.83,1007.6,20798.4,28.5,4.036
2026-08-01T08:02:10,24.45402,54.377471,27.69,32.07,39.43,1007.08,21505.1,32.5,4.035
2026-08-01T08:02:12,24.454032,54.377477,31.27,34.62,43.12,1006.22,21661.7,27.3,4.034
2026-08-01T08:02:14,24.454056,54.377498,34.09,31.9,50.15,1008.03,21180.2,37.6,4.033
2026-08-01T08:02:16,24.454007,54.377509,33.63,37.24,53.97,1009.45,21320.0,38.6,4.032
2026-08-01T08:02:18,24.454029,54.377499,33.79,32.63,35.1,1009.12,17712.8,41.0,4.031
2026-08-01T08:02:20,24.454021,54.377512,30.65,34.03,43.42,1007.36,23311.1,28.3,4.03
2026-08-01T08:02:22,24.454069,54.377465,35.83,36.42,49.6,1006.11,24553.1,38.5,4.029
2026-08-01T08:02:24,24.45403,54.37749,36.63,32.03,36.13,1009.88,19586.4,43.1,4.028
2026-08-01T08:02:26,24.454055,54.377511,34.16,36.05,42.55,1006.46,17483.1,40.0,4.027
2026-08-01T08:02:28,24.454075,54.377487,37.16,35.46,37.56,1007.03,22098.9,32.8,4.026
2026-08-01T08:02:30,24.454058,54.377516,30.17,35.49,51.06,1008.11,17826.3,42.5,4.025
2026-08-01T08:02:32,24.45403,54.377518,29.26,32.68,40.67,1007.94,17947.1,29.8,4.024
2026-08-01T08:02:34,24.454054,54.377494,33.44,36.7,48.58,1009.51,22390.7,28.4,4.023
2026-08-01T08:02:36,24.454074,54.377488,34.92,36.72,38.71,1008.61,23681.5,44.5,4.022
2026-08-01T08:02:38,24.454069,54.377523,29.49,35.58,37.62,1008.84,21709.9,25.4,4.021
2026-08-01T08:02:40,24.454042,54.377531,30.91,35.07,44.85,1009.7,18410.2,34.0,4.02
2026-08-01T08:02:42,24.454062,54.377543,33.49,36.35,54.35,1007.17,21873.2,36.3,4.019
2026-08-01T08:02:44,24.454084,54.377494,37.47,34.95,42.8,1009.61,19728.3,36.7,4.018
2026-08-01T08:02:46,24.454069,54.377536,31.9,35.94,43.65,1006.4,20426.2,41.9,4.017
2026-08-01T08:02:48,24.454044,54.377551,37.45,33.1,47.94,1007.53,19387.5,30.5,4.016
2026-08-01T08:02:50,24.4541,54.377531,35.29,34.33,44.41,1008.76,18959.9,27.9,4.015
2026-08-01T08:02:52,24.454064,54.377533,37.45,33.75,54.9,1006.35,17668.2,43.0,4.014
2026-08-01T08:02:54,24.454069,54.377551,35.18,35.98,49.43,1006.14,21397.5,30.1,4.013
2026-08-01T08:02:56,24.454084,54.377527,28.36,35.42,43.79,1007.29,24065.3,31.8,4.012
2026-08-01T08:02:58,24.454089,54.37755,36.04,38.08,36.0,1009.99,24287.6,40.0,4.011
2026-08-01T08:03:00,24.454078,54.377547,29.01,32.97,52.05,1008.58,17088.4,41.0,4.01
2026-08-01T08:03:02,24.454101,54.377542,33.15,33.71,35.98,1008.29,20205.1,32.9,4.009
2026-08-01T08:03:04,24.454103,54.37754,36.57,38.07,50.48,1008.93,23797.8,32.3,4.008
2026-08-01T08:03:06,24.45411,54.377553,31.71,36.29,54.97,1008.25,22901.8,39.0,4.007
2026-08-01T08:03:08,24.454114,54.377537,29.51,35.26,51.97,1009.36,22295.1,34.2,4.006
2026-08-01T08:03:10,24.454083,54.377556,28.45,36.7,40.21,1009.91,17905.1,32.9,4.005
2026-08-01T08:03:12,24.454097,54.377544,29.15,36.45,52.49,1006.97,16665.9,26.3,4.004
2026-08-01T08:03:14,24.454107,54.377584,33.6,36.32,47.17,1007.03,20512.2,37.2,4.003
2026-08-01T08:03:16,24.454067,54.377564,32.57,34.46,45.04,1007.54,21481.4,32.1,4.002
2026-08-01T08:03:18,24.454121,54.377588,33.81,37.18,54.83,1007.74,20057.5,32.6,4.001
2026-08-01T08:03:20,24.454121,54.377571,29.49,36.87,52.8,1008.46,15843.7,27.9,4.0
2026-08-01T08:03:22,24.454091,54.377551,34.79,33.08,49.87,1008.05,17649.0,26.3,3.999
2026-08-01T08:03:24,24.45408,54.377562,37.39,37.06,49.1,1006.27,17953.9,30.5,3.998
2026-08-01T08:03:26,24.454084,54.37759,35.78,36.81,35.95,1009.14,20874.8,41.6,3.997
2026-08-01T08:03:28,24.454087,54.377563,37.43,35.36,51.58,1009.27,24390.1,37.4,3.996
2026-08-01T08:03:30,24.454129,54.377582,35.2,32.79,40.46,1009.15,24034.6,37.7,3.995
2026-08-01T08:03:32,24.454134,54.377581,29.93,32.97,44.65,1007.27,20378.5,41.0,3.994
2026-08-01T08:03:34,24.454131,54.377588,35.99,32.62,39.22,1008.74,15957.2,27.4,3.993
2026-08-01T08:03:36,24.454113,54.377618,31.06,33.2,43.14,1008.85,21376.7,38.1,3.992
2026-08-01T08:03:38,24.454099,54.377585,34.27,33.69,51.11,1008.27,24073.1,40.3,3.991
2026-08-01T08:03:40,24.454143,54.377579,32.99,34.1,53.59,1006.99,17860.5,37.5,3.99
2026-08-01T08:03:42,24.45413,54.377606,29.78,33.25,54.99,1008.76,23207.4,41.4,3.989
2026-08-01T08:03:44,24.454119,54.377622,37.77,34.39,35.69,1008.22,18057.4,27.9,3.988
2026-08-01T08:03:46,24.454144,54.377582,29.59,34.53,43.71,1007.64,20198.3,28.9,3.987
2026-08-01T08:03:48,24.454118,54.377626,34.05,33.62,44.9,1006.56,22497.9,34.6,3.986
2026-08-01T08:03:50,24.454151,54.377611,33.5,32.82,37.79,1007.48,17806.7,43.8,3.985
2026-08-01T08:03:52,24.454151,54.377604,37.06,37.33,38.32,1008.57,15138.8,43.7,3.984
